card, set, printTag, price, quantity
Germ Infection,Metal Raiders,MRD-E136,5.34,18
Giga-Tech Wolf,Metal Raiders,MRD-EN096,2.95,57
Giga-Tech Wolf,Metal Raiders,MRD-096,1.11,26
Giga-Tech Wolf,Metal Raiders,MRD-E096,13.08,95
Giltia the D. Knight,Metal Raiders,MRD-EN094,2.95,96
Giltia the D. Knight,Metal Raiders,MRD-094,1.21,17
Giltia the D. Knight,Metal Raiders,MRD-E094,3.52,50
Great Moth,Metal Raiders,MRD-EN070,0.0,80
Great Moth,Metal Raiders,MRD-070,3.23,84
Great Moth,Metal Raiders,MRD-E070,17.72,94
Ground Attacker Bugroth,Metal Raiders,MRD-EN022,2.95,28
Ground Attacker Bugroth,Metal Raiders,MRD-022,1.02,42
Ground Attacker Bugroth,Metal Raiders,MRD-E022,4.6,6
Harpie Lady,Metal Raiders,MRD-EN008,3.49,38
Harpie Lady,Metal Raiders,MRD-008,1.55,10
Harpie Lady,Metal Raiders,MRD-E008,13.6,21
Harpie Lady Sisters,Metal Raiders,MRD-EN009,19.5,73
Harpie Lady Sisters,Metal Raiders,MRD-009,17.45,54
Harpie Lady Sisters,Metal Raiders,MRD-E009,22.51,23
Heavy Storm,Metal Raiders,MRD-EN142,11.99,39
Heavy Storm,Metal Raiders,MRD-142,2.16,73
Heavy Storm,Metal Raiders,MRD-E142,16.09,39
Hibikime,Metal Raiders,MRD-EN055,2.95,87
Hibikime,Metal Raiders,MRD-055,1.1,64
Hibikime,Metal Raiders,MRD-E055,0.0,3
Hoshiningen,Metal Raiders,MRD-102,1.09,86
Hoshiningen,Metal Raiders,MRD-E102,13.31,50
Hyosube,Metal Raiders,MRD-EN054,3.45,72
Hyosube,Metal Raiders,MRD-054,1.02,83
Hyosube,Metal Raiders,MRD-E054,0.0,58
Illusionist Faceless Mage,Metal Raiders,MRD-EN068,9.99,91
Illusionist Faceless Mage,Metal Raiders,MRD-068,1.1,70
Illusionist Faceless Mage,Metal Raiders,MRD-E068,17.82,64
Insect Soldiers of the Sky,Metal Raiders,MRD-EN101,3.45,27
Insect Soldiers of the Sky,Metal Raiders,MRD-101,1.11,46
Insect Soldiers of the Sky,Metal Raiders,MRD-E101,4.36,5
Jellyfish,Metal Raiders,MRD-EN072,3.45,88
Jellyfish,Metal Raiders,MRD-072,1.06,32
Jellyfish,Metal Raiders,MRD-E072,2.16,99
Jinzo 7,Metal Raiders,MRD-EN035,3.45,55
Jinzo 7,Metal Raiders,MRD-035,1.77,20
Jinzo 7,Metal Raiders,MRD-E035,8.36,74
Kaminari Attack,Metal Raiders,MRD-EN041,17.01,93
Kaminari Attack,Metal Raiders,MRD-041,8.15,98
Kaminari Attack,Metal Raiders,MRD-E041,26.7,76
Kazejin,Metal Raiders,MRD-EN026,12.62,66
Kazejin,Metal Raiders,MRD-026,1.68,7
Kazejin,Metal Raiders,MRD-E026,10.19,99
Killer Needle,Metal Raiders,MRD-EN006,3.95,28
Killer Needle,Metal Raiders,MRD-006,1.85,15
Killer Needle,Metal Raiders,MRD-E006,4.85,5
King of Yamimakai,Metal Raiders,MRD-EN074,3.45,60
King of Yamimakai,Metal Raiders,MRD-074,1.05,96
King of Yamimakai,Metal Raiders,MRD-E074,6.99,44
Kojikocy,Metal Raiders,MRD-EN010,2.95,18
Kojikocy,Metal Raiders,MRD-010,1.03,53
Kojikocy,Metal Raiders,MRD-E010,0.0,97
Kuriboh,Metal Raiders,MRD-EN071,11.78,28
Kuriboh,Metal Raiders,MRD-071,1.9,3
Kuriboh,Metal Raiders,MRD-E071,15.54,57
Lady of Faith,Metal Raiders,MRD-EN119,3.45,86
Lady of Faith,Metal Raiders,MRD-119,1.08,71
Lady of Faith,Metal Raiders,MRD-E119,4.45,32
Lava Battleguard,Metal Raiders,MRD-EN115,3.45,78
Lava Battleguard,Metal Raiders,MRD-115,0.97,67
Lava Battleguard,Metal Raiders,MRD-E115,3.79,75
Leghul,Metal Raiders,MRD-EN031,2.95,46
Leghul,Metal Raiders,MRD-031,2.44,2
Leghul,Metal Raiders,MRD-E031,0.0,32
Leogun,Metal Raiders,MRD-EN033,3.45,61
Leogun,Metal Raiders,MRD-033,1.04,25
Leogun,Metal Raiders,MRD-E033,15.49,2
Little Chimera,Metal Raiders,MRD-EN117,0.0,77
Little Chimera,Metal Raiders,MRD-117,1.05,95
Little Chimera,Metal Raiders,MRD-E117,20.11,78
Magic Jammer,Metal Raiders,MRD-EN128,11.0,51
Magic Jammer,Metal Raiders,MRD-128,2.59,20
Magic Jammer,Metal Raiders,MRD-E128,14.8,68
Magician of Faith,Metal Raiders,MRD-EN036,4.39,27
Magician of Faith,Metal Raiders,MRD-036,2.4,55
Magician of Faith,Metal Raiders,MRD-E036,12.52,35
Mask of Darkness,Metal Raiders,MRD-EN014,0.0,22
Mask of Darkness,Metal Raiders,MRD-014,1.35,23
Mask of Darkness,Metal Raiders,MRD-E014,12.18,74
Masked Sorcerer,Metal Raiders,MRD-EN019,4.5,69
Masked Sorcerer,Metal Raiders,MRD-019,1.08,71
Masked Sorcerer,Metal Raiders,MRD-E019,12.51,35
Mega Thunderball,Metal Raiders,MRD-EN044,15.56,53
Mega Thunderball,Metal Raiders,MRD-044,1.02,61
Mega Thunderball,Metal Raiders,MRD-E044,16.23,81
Milus Radiant,Metal Raiders,MRD-EN110,9.99,52
Milus Radiant,Metal Raiders,MRD-110,1.1,54
Milus Radiant,Metal Raiders,MRD-E110,8.77,21
Mirror Force,Metal Raiders,MRD-EN138,35.04,8
Mirror Force,Metal Raiders,MRD-138,7.11,29
Mirror Force,Metal Raiders,MRD-E138,21.34,17
Morinphen,Metal Raiders,MRD-EN043,2.75,87
Morinphen,Metal Raiders,MRD-043,1.05,50
Morinphen,Metal Raiders,MRD-E043,3.45,66
Muka Muka,Metal Raiders,MRD-EN107,9.49,82
Muka Muka,Metal Raiders,MRD-107,1.03,16
Muka Muka,Metal Raiders,MRD-E107,8.85,54
Musician King,Metal Raiders,MRD-EN103,5.17,4
Musician King,Metal Raiders,MRD-103,1.12,33
Musician King,Metal Raiders,MRD-E103,9.58,29
Mystic Horseman,Metal Raiders,MRD-EN076,2.95,45
Mystic Horseman,Metal Raiders,MRD-076,1.07,30
Mystic Horseman,Metal Raiders,MRD-E076,2.65,40
Niwatori,Metal Raiders,MRD-EN112,3.45,67
Niwatori,Metal Raiders,MRD-112,1.02,90
Niwatori,Metal Raiders,MRD-E112,49.06,16
Ooguchi,Metal Raiders,MRD-EN032,3.45,76
Ooguchi,Metal Raiders,MRD-032,1.13,21
Ooguchi,Metal Raiders,MRD-E032,5.63,50
Pale Beast,Metal Raiders,MRD-EN047,2.95,59
Pale Beast,Metal Raiders,MRD-047,1.06,48
Pale Beast,Metal Raiders,MRD-E047,31.59,48
Paralyzing Potion,Metal Raiders,MRD-EN137,3.45,40
Paralyzing Potion,Metal Raiders,MRD-137,1.13,70
Paralyzing Potion,Metal Raiders,MRD-E137,15.6,77
Petit Moth,Metal Raiders,MRD-EN023,3.95,77
Petit Moth,Metal Raiders,MRD-023,1.74,12
Petit Moth,Metal Raiders,MRD-E023,8.73,52
Prevent Rat,Metal Raiders,MRD-EN084,3.95,33
Prevent Rat,Metal Raiders,MRD-084,1.05,67
Prevent Rat,Metal Raiders,MRD-E084,0.99,12
Princess of Tsurugi,Metal Raiders,MRD-EN086,3.1,75
Princess of Tsurugi,Metal Raiders,MRD-086,1.15,20
Princess of Tsurugi,Metal Raiders,MRD-E086,25.73,18
Protector of the Throne,Metal Raiders,MRD-EN087,3.45,52
Protector of the Throne,Metal Raiders,MRD-087,1.08,56
Protector of the Throne,Metal Raiders,MRD-E087,10.83,62
Pumpking the King of Ghosts,Metal Raiders,MRD-EN079,1.95,30
Pumpking the King of Ghosts,Metal Raiders,MRD-079,0.96,2
Pumpking the King of Ghosts,Metal Raiders,MRD-E079,3.45,33
Punished Eagle,Metal Raiders,MRD-EN100,3.45,21
Punished Eagle,Metal Raiders,MRD-100,1.03,62
Punished Eagle,Metal Raiders,MRD-E100,5.86,21
Queen's Double,Metal Raiders,MRD-EN051,3.95,95
Queen's Double,Metal Raiders,MRD-051,2.12,39
Queen's Double,Metal Raiders,MRD-E051,14.11,66
Rainbow Flower,Metal Raiders,MRD-EN042,3.45,95
Rainbow Flower,Metal Raiders,MRD-042,1.1,45
Rainbow Flower,Metal Raiders,MRD-E042,8.9,37
Ring of Magnetism,Metal Raiders,MRD-EN139,0.0,38
Ring of Magnetism,Metal Raiders,MRD-139,0.97,49
Ring of Magnetism,Metal Raiders,MRD-E139,14.83,9
Roaring Ocean Snake,Metal Raiders,MRD-EN020,3.95,9
Roaring Ocean Snake,Metal Raiders,MRD-020,1.06,36
Roaring Ocean Snake,Metal Raiders,MRD-E020,7.74,94
Rock Ogre Grotto 1,Metal Raiders,MRD-EN004,0.0,2
Rock Ogre Grotto 1,Metal Raiders,MRD-004,1.06,28
Rock Ogre Grotto 1,Metal Raiders,MRD-E004,3.45,97
Ryu-Kishin Powered,Metal Raiders,MRD-EN092,2.95,95
Ryu-Kishin Powered,Metal Raiders,MRD-092,1.04,12
Ryu-Kishin Powered,Metal Raiders,MRD-E092,0.0,97
Saggi the Dark Clown,Metal Raiders,MRD-EN066,3.45,11
Saggi the Dark Clown,Metal Raiders,MRD-066,1.31,96
Saggi the Dark Clown,Metal Raiders,MRD-E066,4.84,93
Sanga of the Thunder,Metal Raiders,MRD-EN025,17.93,37
Sanga of the Thunder,Metal Raiders,MRD-025,2.43,1
Sanga of the Thunder,Metal Raiders,MRD-E025,26.66,86
Sangan,Metal Raiders,MRD-EN069,0.0,11
Sangan,Metal Raiders,MRD-069,2.55,53
Sangan,Metal Raiders,MRD-E069,13.44,16
Seven Tools of the Bandit,Metal Raiders,MRD-EN129,4.22,66
Seven Tools of the Bandit,Metal Raiders,MRD-129,1.95,68
Seven Tools of the Bandit,Metal Raiders,MRD-E129,14.78,23
Shadow Ghoul,Metal Raiders,MRD-EN090,0.0,47
Shadow Ghoul,Metal Raiders,MRD-090,1.21,75
Shadow Ghoul,Metal Raiders,MRD-E090,18.61,12
Share the Pain,Metal Raiders,MRD-EN140,16.22,26
Share the Pain,Metal Raiders,MRD-140,1.16,12
Share the Pain,Metal Raiders,MRD-E140,8.04,80
Shield & Sword,Metal Raiders,MRD-EN131,3.95,23
Shield & Sword,Metal Raiders,MRD-131,1.16,92
Shield & Sword,Metal Raiders,MRD-E131,18.73,26
Skull Knight,Metal Raiders,MRD-EN123,3.45,94
Skull Knight,Metal Raiders,MRD-123,1.1,67
Skull Knight,Metal Raiders,MRD-E123,5.01,68
Solemn Judgment,Metal Raiders,MRD-EN127,18.43,97
Solemn Judgment,Metal Raiders,MRD-127,11.29,71
Solemn Judgment,Metal Raiders,MRD-E127,23.76,36
Soul Release,Metal Raiders,MRD-EN058,2.95,71
Soul Release,Metal Raiders,MRD-058,1.17,91
Soul Release,Metal Raiders,MRD-E058,1.38,71
Star Boy,Metal Raiders,MRD-EN109,2.99,72
Star Boy,Metal Raiders,MRD-109,1.31,15
Star Boy,Metal Raiders,MRD-E109,10.67,48
Steel Scorpion,Metal Raiders,MRD-EN029,14.69,17
Steel Scorpion,Metal Raiders,MRD-029,1.09,26
Steel Scorpion,Metal Raiders,MRD-E029,3.45,48
Stim-Pack,Metal Raiders,MRD-EN141,0.0,92
Stim-Pack,Metal Raiders,MRD-141,1.06,1
Stim-Pack,Metal Raiders,MRD-E141,3.71,4
Summoned Skull,Metal Raiders,MRD-EN003,28.8,43
Summoned Skull,Metal Raiders,MRD-003,6.35,94
Summoned Skull,Metal Raiders,MRD-E003,32.85,77
Swamp Battleguard,Metal Raiders,MRD-EN063,3.45,3
Swamp Battleguard,Metal Raiders,MRD-063,1.63,94
Swamp Battleguard,Metal Raiders,MRD-E063,0.0,77
Sword of Deep-Seated,Metal Raiders,MRD-EN132,0.0,58
Sword of Deep-Seated,Metal Raiders,MRD-132,1.3,9
Sword of Deep-Seated,Metal Raiders,MRD-E132,3.36,5
Tainted Wisdom,Metal Raiders,MRD-EN081,2.95,35
Tainted Wisdom,Metal Raiders,MRD-081,1.14,23
Tainted Wisdom,Metal Raiders,MRD-E081,10.6,61
The Bistro Butcher,Metal Raiders,MRD-EN108,60.0,51
The Bistro Butcher,Metal Raiders,MRD-108,1.02,59
The Bistro Butcher,Metal Raiders,MRD-E108,4.63,78
The Cheerful Coffin,Metal Raiders,MRD-EN059,2.95,53
The Cheerful Coffin,Metal Raiders,MRD-059,1.05,21
The Cheerful Coffin,Metal Raiders,MRD-E059,3.44,50
The Little Swordsman of Aile,Metal Raiders,MRD-EN085,3.45,1
The Little Swordsman of Aile,Metal Raiders,MRD-085,1.02,67
The Little Swordsman of Aile,Metal Raiders,MRD-E085,3.95,77
The Unhappy Maiden,Metal Raiders,MRD-EN134,14.91,17
The Unhappy Maiden,Metal Raiders,MRD-134,1.32,2
The Unhappy Maiden,Metal Raiders,MRD-E134,1.9,29
Thousand Dragon,Metal Raiders,MRD-EN143,552.07,4
Thousand Dragon,Metal Raiders,MRD-143,3.31,93
Thousand Dragon,Metal Raiders,MRD-E143,17.79,1
Thunder Dragon,Metal Raiders,MRD-EN097,0.0,66
Thunder Dragon,Metal Raiders,MRD-097,2.86,97
Thunder Dragon,Metal Raiders,MRD-E097,5.02,5
Time Wizard,Metal Raiders,MRD-EN065,27.6,47
Time Wizard,Metal Raiders,MRD-065,8.96,29
Time Wizard,Metal Raiders,MRD-E065,26.75,63
Tongyo,Metal Raiders,MRD-EN045,3.45,1
Tongyo,Metal Raiders,MRD-045,1.05,36
Tongyo,Metal Raiders,MRD-E045,16.48,91
Tremendous Fire,Metal Raiders,MRD-EN088,0.0,57
Tremendous Fire,Metal Raiders,MRD-088,1.22,75
Tremendous Fire,Metal Raiders,MRD-E088,21.86,93
Twin-Headed Thunder Dragon,Metal Raiders,MRD-EN120,17.42,16
Twin-Headed Thunder Dragon,Metal Raiders,MRD-120,2.72,87
Twin-Headed Thunder Dragon,Metal Raiders,MRD-E120,23.34,63
Water Omotics,Metal Raiders,MRD-EN021,2.95,83
Water Omotics,Metal Raiders,MRD-021,1.02,1
Water Omotics,Metal Raiders,MRD-E021,7.54,3
White Magical Hat,Metal Raiders,MRD-EN016,0.0,64
White Magical Hat,Metal Raiders,MRD-016,1.06,80
White Magical Hat,Metal Raiders,MRD-E016,19.6,22
Yado Karu,Metal Raiders,MRD-EN104,3.45,89
Yado Karu,Metal Raiders,MRD-104,1.04,50
Yado Karu,Metal Raiders,MRD-E104,0.0,11
Ancient One of the Deep Forest,Spell Ruler,SRL-EN018,0.99,76
Ancient One of the Deep Forest,Spell Ruler,MRL-018,1.04,87
Ancient One of the Deep Forest,Spell Ruler,SRL-018,1.08,26
Ancient One of the Deep Forest,Spell Ruler,MRL-E018,0.0,54
Axe of Despair,Spell Ruler,SRL-EN002,7.09,51
Axe of Despair,Spell Ruler,SRL-002,6.09,31
Axe of Despair,Spell Ruler,MRL-E002,16.03,77
Banisher of the Light,Spell Ruler,SRL-EN078,5.88,38
Banisher of the Light,Spell Ruler,SRL-078,2.77,41
Banisher of the Light,Spell Ruler,MRL-E078,19.04,75
Beaver Warrior,Spell Ruler,MRL-E103,17.32,72
Black Illusion Ritual,Spell Ruler,SRL-EN051,5.33,0
Black Illusion Ritual,Spell Ruler,SRL-051,5.04,2
Black Illusion Ritual,Spell Ruler,MRL-E051,19.18,81
Black Pendant,Spell Ruler,SRL-EN003,8.32,95
Black Pendant,Spell Ruler,SRL-003,2.95,64
Black Pendant,Spell Ruler,MRL-E003,14.47,79
Blue-Eyes Toon Dragon,Spell Ruler,SRL-EN000,19.26,98
Blue-Eyes Toon Dragon,Spell Ruler,SRL-000,24.87,85
Blue-Eyes Toon Dragon,Spell Ruler,MRL-E000,95.23,97
Boar Soldier,Spell Ruler,SRL-EN089,4.13,52
Boar Soldier,Spell Ruler,SRL-089,0.99,15
Boar Soldier,Spell Ruler,MRL-E089,10.24,3
Ceremonial Bell,Spell Ruler,SRL-EN092,0.99,49
Ceremonial Bell,Spell Ruler,SRL-092,0.95,48
Ceremonial Bell,Spell Ruler,MRL-E092,2.95,10
Chain Energy,Spell Ruler,SRL-EN046,5.75,53
Chain Energy,Spell Ruler,SRL-046,2.83,59
Chain Energy,Spell Ruler,MRL-E046,3.97,68
Commencement Dance,Spell Ruler,SRL-EN062,0.95,99
Commencement Dance,Spell Ruler,SRL-062,1.09,59
Commencement Dance,Spell Ruler,MRL-E062,10.14,69
Confiscation,Spell Ruler,SRL-EN038,0.0,35
Confiscation,Spell Ruler,SRL-038,4.07,73
Confiscation,Spell Ruler,MRL-E038,14.05,2
Curse of Fiend,Spell Ruler,SRL-EN032,0.0,74
Curse of Fiend,Spell Ruler,SRL-032,2.0,84
Curse of Fiend,Spell Ruler,MRL-E032,2.15,50
Cyber Jar,Spell Ruler,SRL-EN077,2.99,57
Cyber Jar,Spell Ruler,SRL-077,3.05,27
Cyber Jar,Spell Ruler,MRL-E077,10.98,85
Dark Witch,Spell Ruler,SRL-EN019,0.99,92
Dark Witch,Spell Ruler,MRL-019,1.09,83
Dark Witch,Spell Ruler,SRL-019,1.49,12
Dark Witch,Spell Ruler,MRL-E019,0.0,1
Dark Zebra,Spell Ruler,SRL-EN084,0.99,9
Dark Zebra,Spell Ruler,SRL-084,1.3,39
Dark Zebra,Spell Ruler,MRL-E084,3.07,7
Delinquent Duo,Spell Ruler,SRL-EN039,16.04,15
Delinquent Duo,Spell Ruler,SRL-039,8.3,9
Delinquent Duo,Spell Ruler,MRL-E039,52.86,16
Dragoness the Wicked Knight,Spell Ruler,MRL-E126,18.29,77
Eatgaboon,Spell Ruler,SRL-EN065,8.94,79
Eatgaboon,Spell Ruler,SRL-065,1.12,24
Eatgaboon,Spell Ruler,MRL-E065,2.89,81
Electric Snake,Spell Ruler,SRL-EN008,0.81,13
Electric Snake,Spell Ruler,SRL-008,1.08,26
Electric Snake,Spell Ruler,MRL-E008,0.0,47
Fairy's Hand Mirror,Spell Ruler,SRL-EN041,0.0,47
Fairy's Hand Mirror,Spell Ruler,SRL-041,1.23,35
Fairy's Hand Mirror,Spell Ruler,MRL-E041,0.0,71
Final Destiny,Spell Ruler,SRL-EN035,2.95,24
Final Destiny,Spell Ruler,SRL-035,1.1,37
Final Destiny,Spell Ruler,MRL-E035,11.2,98
Fire Kraken,Spell Ruler,SRL-EN014,0.78,90
Fire Kraken,Spell Ruler,MRL-014,1.03,96
Fire Kraken,Spell Ruler,SRL-014,1.33,67
Fire Kraken,Spell Ruler,MRL-E014,8.93,96
Flame Swordsman,Spell Ruler,MRL-E111,11.02,75
Fusionist,Spell Ruler,MRL-E113,6.23,3
Gaia Power,Spell Ruler,SRL-EN096,2.45,37
Gaia Power,Spell Ruler,SRL-096,1.18,86
Gaia Power,Spell Ruler,MRL-E096,0.0,44
Giant Trunade,Spell Ruler,SRL-EN048,4.69,86
Giant Trunade,Spell Ruler,MRL-048,3.13,10
Giant Trunade,Spell Ruler,SRL-048,4.58,70
Giant Trunade,Spell Ruler,MRL-E048,17.22,87
Gravekeeper's Servant,Spell Ruler,SRL-EN031,2.87,51
Gravekeeper's Servant,Spell Ruler,SRL-031,2.62,27
Gravekeeper's Servant,Spell Ruler,MRL-E031,8.11,40
Griggle,Spell Ruler,SRL-EN016,0.99,2
Griggle,Spell Ruler,SRL-016,1.15,42
Griggle,Spell Ruler,MRL-E016,1.96,69
Guardian of the Throne Room,Spell Ruler,SRL-EN013,0.56,5
Guardian of the Throne Room,Spell Ruler,SRL-013,1.6,84
Guardian of the Throne Room,Spell Ruler,MRL-E013,0.0,27
Hane-Hane,Spell Ruler,MRL-E110,0.0,65
High Tide Gyojin,Spell Ruler,SRL-EN025,5.13,8
High Tide Gyojin,Spell Ruler,MRL-025,1.04,22
High Tide Gyojin,Spell Ruler,SRL-025,1.31,89
High Tide Gyojin,Spell Ruler,MRL-E025,0.0,49
Hinotama,Spell Ruler,MRL-E120,5.81,78
Hiro's Shadow Scout,Spell Ruler,SRL-EN024,2.95,24
Hiro's Shadow Scout,Spell Ruler,SRL-024,1.17,56
Hiro's Shadow Scout,Spell Ruler,MRL-E024,11.69,55
Hitotsu-Me Giant,Spell Ruler,MRL-E107,0.0,4
Horn of Light,Spell Ruler,SRL-EN004,0.81,43
Horn of Light,Spell Ruler,SRL-004,1.04,36
Horn of Light,Spell Ruler,MRL-E004,7.76,95
Horn of the Unicorn,Spell Ruler,SRL-EN054,2.0,5
Horn of the Unicorn,Spell Ruler,SRL-054,2.2,0
Horn of the Unicorn,Spell Ruler,MRL-E054,16.24,31
House of Adhesive Tape,Spell Ruler,SRL-EN064,2.45,79
House of Adhesive Tape,Spell Ruler,SRL-064,1.19,40
House of Adhesive Tape,Spell Ruler,MRL-E064,2.77,64
Hungry Burger,Spell Ruler,SRL-EN068,8.55,72
Hungry Burger,Spell Ruler,SRL-068,1.08,75
Hungry Burger,Spell Ruler,MRL-E068,0.0,21
Hyozanryu,Spell Ruler,SRL-EN075,1.45,32
Hyozanryu,Spell Ruler,SRL-075,1.53,2
Hyozanryu,Spell Ruler,MRL-E075,6.84,82
Invader of the Throne,Spell Ruler,SRL-EN026,3.69,0
Invader of the Throne,Spell Ruler,SRL-026,2.01,87
Invader of the Throne,Spell Ruler,MRL-E026,11.28,32
Karate Man,Spell Ruler,SRL-EN083,0.99,38
Karate Man,Spell Ruler,SRL-083,1.02,11
Karate Man,Spell Ruler,MRL-E083,17.62,56
Karbonala Warrior,Spell Ruler,MRL-E121,14.19,35
Kotodama,Spell Ruler,SRL-EN095,0.85,45
Kotodama,Spell Ruler,SRL-095,1.06,9
Kotodama,Spell Ruler,MRL-E095,0.0,65
Labyrinth Wall,Spell Ruler,SRL-EN055,2.45,71
Labyrinth Wall,Spell Ruler,SRL-055,1.25,85
Labyrinth Wall,Spell Ruler,MRL-E055,2.15,96
M-Warrior 1,Spell Ruler,MRL-E123,0.0,58
Magical Labyrinth,Spell Ruler,SRL-EN059,0.86,57
Magical Labyrinth,Spell Ruler,SRL-059,1.13,65
Magical Labyrinth,Spell Ruler,MRL-E059,6.88,17
Mammoth Graveyard,Spell Ruler,MRL-E104,0.0,41
Man-Eating Treasure Chest,Spell Ruler,MRL-E106,8.58,55
Manga Ryu-Ran,Spell Ruler,SRL-EN071,2.95,86
Manga Ryu-Ran,Spell Ruler,SRL-071,1.57,7
Manga Ryu-Ran,Spell Ruler,MRL-E071,12.43,95
Masaki the Legendary Swordsman,Spell Ruler,MRL-E116,0.0,4
Mechanical Snail,Spell Ruler,SRL-EN021,0.81,16
Mechanical Snail,Spell Ruler,MRL-021,1.03,18
Mechanical Snail,Spell Ruler,SRL-021,1.13,48
Mechanical Snail,Spell Ruler,MRL-E021,17.59,30
Megamorph,Spell Ruler,SRL-EN061,4.66,43
Megamorph,Spell Ruler,SRL-061,3.84,71
Megamorph,Spell Ruler,MRL-E061,17.94,14
Messenger of Peace,Spell Ruler,SRL-EN102,9.57,63
Messenger of Peace,Spell Ruler,SRL-102,3.73,76
Messenger of Peace,Spell Ruler,MRL-E102,16.59,99
Metal Fish,Spell Ruler,SRL-EN007,0.56,76
Metal Fish,Spell Ruler,MRL-007,1.01,90
Metal Fish,Spell Ruler,SRL-007,1.17,65
Metal Fish,Spell Ruler,MRL-E007,0.0,90
Minar,Spell Ruler,SRL-EN015,2.75,1
Minar,Spell Ruler,SRL-015,1.08,57
Minar,Spell Ruler,MRL-E015,0.0,74
Molten Destruction,Spell Ruler,SRL-EN098,2.95,30
Molten Destruction,Spell Ruler,SRL-098,1.53,81
Molten Destruction,Spell Ruler,MRL-E098,0.0,90
Mother Grizzly,Spell Ruler,SRL-EN090,1.0,49
Mother Grizzly,Spell Ruler,SRL-090,1.28,37
Mother Grizzly,Spell Ruler,MRL-E090,21.59,48
Mountain,Spell Ruler,MRL-E119,4.12,24
Mystic Plasma Zone,Spell Ruler,SRL-EN101,2.95,72
Mystic Plasma Zone,Spell Ruler,SRL-101,1.34,74
Mystic Plasma Zone,Spell Ruler,MRL-E101,0.0,58
Mystical Space Typhoon,Spell Ruler,SRL-EN047,7.12,14
Mystical Space Typhoon,Spell Ruler,SRL-047,7.44,66
Mystical Space Typhoon,Spell Ruler,MRL-E047,70.51,19
Neo the Magic Swordsman,Spell Ruler,MRL-E105,15.56,67
Nimble Momonga,Spell Ruler,SRL-EN086,4.99,66
Nimble Momonga,Spell Ruler,SRL-086,2.39,72
Nimble Momonga,Spell Ruler,MRL-E086,17.06,11
Octoberser,Spell Ruler,SRL-EN052,0.99,77
Octoberser,Spell Ruler,SRL-052,1.1,56
Octoberser,Spell Ruler,MRL-E052,0.0,53
One-Eyed Shield Dragon,Spell Ruler,MRL-E127,2.66,96
Ookazi,Spell Ruler,MRL-E108,0.0,58
Painful Choice,Spell Ruler,SRL-EN049,5.45,47
Painful Choice,Spell Ruler,SRL-049,4.74,58
Painful Choice,Spell Ruler,MRL-E049,19.35,7
Pale Beast,Spell Ruler,MRL-E109,18.41,2
Peacock,Spell Ruler,SRL-EN011,15.9,1
Peacock,Spell Ruler,MRL-011,1.03,73
Peacock,Spell Ruler,SRL-011,1.29,7
Peacock,Spell Ruler,MRL-E011,0.0,32
Penguin Knight,Spell Ruler,SRL-EN001,0.86,48
Penguin Knight,Spell Ruler,MRL-001,1.06,0
Penguin Knight,Spell Ruler,SRL-001,1.1,60
Penguin Knight,Spell Ruler,MRL-E001,0.0,42
Performance of Sword,Spell Ruler,SRL-EN067,0.99,54
Performance of Sword,Spell Ruler,SRL-067,1.36,28
Performance of Sword,Spell Ruler,MRL-E067,2.96,56
Petit Angel,Spell Ruler,MRL-E114,0.0,8
Pot of Greed,Spell Ruler,MRL-E129,19.89,0
Power of Kaishin,Spell Ruler,MRL-E118,2.74,61
Psychic Kappa,Spell Ruler,SRL-EN053,1.23,23
Psychic Kappa,Spell Ruler,SRL-053,1.49,64
Psychic Kappa,Spell Ruler,MRL-E053,0.0,72
Queen Bird,Spell Ruler,SRL-EN009,2.7,47
Queen Bird,Spell Ruler,MRL-009,1.02,96
Queen Bird,Spell Ruler,SRL-009,1.12,92
Queen Bird,Spell Ruler,MRL-E009,0.0,44
Red Archery Girl,Spell Ruler,SRL-EN030,0.99,8
Red Archery Girl,Spell Ruler,MRL-030,1.05,48
Red Archery Girl,Spell Ruler,SRL-030,1.22,53
Red Archery Girl,Spell Ruler,MRL-E030,0.0,37
Relinquished,Spell Ruler,SRL-EN029,34.62,70
Relinquished,Spell Ruler,SRL-029,5.44,62
Relinquished,Spell Ruler,MRL-E029,0.0,61
Rising Air Current,Spell Ruler,SRL-EN099,2.95,87
Rising Air Current,Spell Ruler,SRL-099,1.55,83
Rising Air Current,Spell Ruler,MRL-E099,4.21,15
Rush Recklessly,Spell Ruler,SRL-EN043,1.12,9
Rush Recklessly,Spell Ruler,SRL-043,1.06,65
Rush Recklessly,Spell Ruler,MRL-E043,12.33,15
Ryu-Ran,Spell Ruler,SRL-EN070,2.45,90
Ryu-Ran,Spell Ruler,SRL-070,1.16,62
Ryu-Ran,Spell Ruler,MRL-E070,8.79,95
Sand Stone,Spell Ruler,MRL-E128,0.0,12
Senju of the Thousand Hands,Spell Ruler,SRL-EN080,3.08,9
Senju of the Thousand Hands,Spell Ruler,SRL-080,1.87,5
Senju of the Thousand Hands,Spell Ruler,MRL-E080,9.76,94
Serpent Night Dragon,Spell Ruler,SRL-EN103,0.0,28
Serpent Night Dragon,Spell Ruler,SRL-103,6.54,9
Serpent Night Dragon,Spell Ruler,MRL-E130,35.5,20
Slot Machine,Spell Ruler,SRL-EN028,2.95,93
Slot Machine,Spell Ruler,SRL-028,1.49,60
