Name,Type,Level,Race,Attribute,ATK,DEF
Dragocytos Corrupted Nethersoul Dragon,Synchro Monster,10,Dragon,DARK,4000,2000
Aroma Jar,Flip Effect Monster,1,Rock,WIND,500,400
Psychic Commander,Tuner Monster,3,Psychic,EARTH,1400,800
Blasting the Ruins,Trap Card,,Normal,,,
Radiant Mirror Force,Trap Card,,Normal,,,
Psychic Rejuvenation,Trap Card,,Normal,,,
"Zefraxi, Treasure of the Yang Zing",Pendulum Effect Monster,3,Wyrm,EARTH,1500,0
Evigishki Tetrogre,Ritual Effect Monster,6,Aqua,WATER,2600,2100
"Cairngorgon, Antiluminescent Knight",XYZ Monster,4,Rock,DARK,2450,1950
"Ryko, Lightsworn Hunter",Flip Effect Monster,2,Beast,LIGHT,200,100
Fish and Swaps,Spell Card,,Normal,,,
Mahunder,Effect Monster,4,Thunder,LIGHT,1400,700
Jam Defender,Trap Card,,Continuous,,,
"Neptabyss, the Atlantean Prince",Effect Monster,1,Sea Serpent,WATER,800,0
Makyura the Destructor,Effect Monster,4,Warrior,DARK,1600,1200
A Hero Emerges,Trap Card,,Normal,,,
Fairy Box,Trap Card,,Continuous,,,
Flamvell Guard,Normal Tuner Monster,1,Dragon,FIRE,100,2000
Pain Painter,Tuner Monster,2,Zombie,DARK,400,200
Miracle's Wake,Trap Card,,Normal,,,
Raidraptor - Readiness,Trap Card,,Normal,,,
Emperor Sem,Effect Monster,4,Fiend,LIGHT,1300,2200
Crystal Beast Cobalt Eagle,Effect Monster,4,Winged Beast,WIND,1400,800
Vengeful Servant,Spell Card,,Equip,,,
Gagaga Academy Emergency Network,Spell Card,,Normal,,,
Mermail Abyssmander,Effect Monster,4,Fish,WATER,100,2000
Mass Hypnosis,Trap Card,,Continuous,,,
Jam Breeding Machine,Spell Card,,Continuous,,,
Slime Monster Token,Token,,Aqua,,,
Flower Cardian Maple with Deer,Effect Monster,10,Warrior,DARK,1000,1000
"Gragonith, Lightsworn Dragon",Effect Monster,6,Dragon,LIGHT,2000,1600
Inzektor Centipede,Effect Monster,3,Insect,DARK,1600,1200
Mega Thunderball,Normal Monster,2,Thunder,WIND,750,600
Gagagadraw,Spell Card,,Normal,,,
Hidden Spellbook,Trap Card,,Normal,,,
Copy Knight,Trap Card,,Continuous,,,
Elemental HERO Avian,Normal Monster,3,Warrior,WIND,1000,1000
Elemental HERO Avian,Normal Monster,3,Warrior,WIND,1000,1000
Synchro Barrier,Trap Card,,Normal,,,
Getsu Fuhma,Effect Monster,4,Warrior,DARK,1700,1200
Chosen One,Spell Card,,Normal,,,
Twin Swords of Flashing Light - Tryce,Spell Card,,Equip,,,
Kozaky's Self-Destruct Button,Trap Card,,Normal,,,
Heroic Advance,Trap Card,,Normal,,,
Evil HERO Lightning Golem,Fusion Monster,6,Fiend,LIGHT,2400,1500
Mermail Abyssmegalo,Effect Monster,7,Sea Serpent,WATER,2400,1900
Dragon Horn Hunter,Pendulum Normal Monster,6,Warrior,DARK,2300,1000
Inzektor Giga-Weevil,Effect Monster,6,Insect,DARK,0,2600
Cipher Twin Raptor,Effect Monster,4,Machine,LIGHT,1600,800
Steelswarm Moth,Effect Monster,6,Fiend,DARK,2400,0
Predaplant Moray Nepenthes,Effect Monster,4,Plant,DARK,1600,1000
Hero Signal,Trap Card,,Normal,,,
Curtain of the Dark Ones,Normal Monster,2,Spellcaster,DARK,600,500
Megamorph,Spell Card,,Equip,,,
Battle Break,Trap Card,,Normal,,,
Vampire Genesis,Effect Monster,8,Zombie,DARK,3000,2100
Elemental HERO The Shining,Fusion Monster,8,Warrior,LIGHT,2600,2100
Mermail Abyssturge,Effect Monster,4,Fish,WATER,1700,1100
Amazoness Willpower,Trap Card,,Continuous,,,
Performapal Spikeagle,Effect Monster,2,Winged Beast,WIND,900,900
Masked HERO Divine Wind,Fusion Monster,8,Warrior,WIND,2700,1900
Mecha Phantom Beast Dracossack,XYZ Monster,7,Machine,WIND,2600,2200
Moray of Greed,Spell Card,,Normal,,,
Gravekeeper's Ambusher,Effect Monster,4,Spellcaster,DARK,1700,0
Cyclone Blade,Spell Card,,Equip,,,
Evil HERO Inferno Wing,Fusion Monster,6,Fiend,FIRE,2100,1200
Doctor Cranium,Effect Monster,1,Psychic,EARTH,100,100
Aromage Cananga,Effect Monster,3,Plant,EARTH,1400,1000
Hypnosister,Effect Monster,4,Psychic,WIND,1300,1400
Lightsworn Barrier,Trap Card,,Continuous,,,
Chain Whirlwind,Trap Card,,Normal,,,
Deskbot 004,Effect Monster,4,Machine,EARTH,500,500
Uni-Horned Familiar,Tuner Monster,2,Beast,LIGHT,0,1000
Wightmare,Effect Monster,1,Zombie,DARK,300,200
Blustering Winds,Spell Card,,Normal,,,
Mirror Wall,Trap Card,,Continuous,,,
Ally of Justice Unknown Crusher,Effect Monster,3,Machine,DARK,1200,800
Aquarian Alessa,Gemini Monster,4,Aqua,WATER,1500,500
Garum the Storm Vassal,Effect Monster,3,Winged Beast,WIND,800,1000
Aurora Paragon,Effect Monster,4,Fairy,LIGHT,1500,1000
Mithra the Thunder Vassal,Effect Monster,2,Thunder,LIGHT,800,1000
Vassal Token,Token,,Thunder,,,
Fairy Guardian,Effect Monster,3,Fairy,WIND,1000,1000
Ultra Evolution Pill,Spell Card,,Normal,,,
Mermail Abyssteus,Effect Monster,7,Aqua,WATER,1700,2400
Clay Charge,Trap Card,,Normal,,,
Multiplication of Ants,Spell Card,,Normal,,,
Army Ant Token,Token,,Insect,,,
Venom Cobra,Normal Monster,4,Reptile,EARTH,100,2000
Mechanical Hound,Effect Monster,7,Machine,EARTH,2800,1500
Masked Ninja Ebisu,Effect Monster,4,Warrior,WIND,1200,1800
Magic Hand,Effect Monster,4,Spellcaster,DARK,800,1600
Sebek's Blessing,Spell Card,,Quick-Play,,,
Scrap Lube,Spell Card,,Continuous,,,
Nimble Momonga,Effect Monster,2,Beast,EARTH,1000,100
Hydrogeddon,Effect Monster,4,Dinosaur,WATER,1600,1000
Reload,Spell Card,,Quick-Play,,,
Mataza the Zapper,Effect Monster,3,Warrior,DARK,1300,800
The Mask of Remnants,Spell Card,,Normal,,,
Stellarknight Zefraxciton,Pendulum Effect Monster,4,Fiend,LIGHT,1900,0
"Lyla, Lightsworn Sorceress",Effect Monster,4,Spellcaster,LIGHT,1700,200
Fake Feather,Trap Card,,Normal,,,
"Dinoster Power, the Mighty Dracoslayer",Fusion Monster,8,Dragon,WATER,2000,2950
Lightning Chidori,XYZ Monster,4,Thunder,WIND,1900,1600
"Isolde, Belle of the Underworld",Effect Monster,4,Zombie,DARK,1000,0
Commander Covington,Effect Monster,4,Machine,EARTH,1000,600
Umi,Spell Card,,Field,,,
Retort,Trap Card,,Counter,,,
Karakuri Showdown Castle,Spell Card,,Field,,,
Small Piece Golem,Effect Monster,3,Rock,EARTH,1100,0
Performapal Call,Trap Card,,Normal,,,
B.E.S. Crystal Core,Effect Monster,5,Machine,WATER,2100,1000
Archfiend's Oath,Spell Card,,Continuous,,,
Deep-Eyes White Dragon,Effect Monster,10,Dragon,LIGHT,0,0
Doom Virus Dragon,Fusion Monster,4,Dragon,DARK,1900,1500
Earth Armor Ninja,Effect Monster,5,Warrior,EARTH,1600,1200
Blackwing - Blizzard the Far North,Tuner Monster,2,Winged Beast,DARK,1300,0
Mist Valley Soldier,Tuner Monster,4,Winged Beast,WIND,1700,300
Pantheism of the Monarchs,Spell Card,,Normal,,,
Sea Lancer,Effect Monster,5,Beast-Warrior,WATER,1300,1000
Fiend Sword,Normal Monster,4,Warrior,DARK,1400,800
Zeman the Ape King,Synchro Monster,7,Beast,EARTH,2500,1800
That Wacky Alchemy!,Trap Card,,Normal,,,
Hyena,Effect Monster,3,Beast,EARTH,1000,300
Grisaille Prison,Trap Card,,Normal,,,
Vampire Takeover,Trap Card,,Normal,,,
Green Phantom King,Normal Monster,3,Plant,EARTH,500,1600
Breaker the Dark Magical Warrior,Effect Monster,6,Spellcaster,DARK,1600,1000
Dimensionhole,Spell Card,,Normal,,,
Insect Neglect,Spell Card,,Continuous,,,
Onslaught of the Fire Kings,Spell Card,,Normal,,,
Behemoth the King of All Animals,Effect Monster,7,Beast,EARTH,2700,1500
Resonator Call,Spell Card,,Normal,,,
Fire King High Avatar Garunix,Effect Monster,8,Winged Beast,FIRE,2700,1700
Megirus Light,Normal Monster,3,Fiend,DARK,900,600
Naturia Stag Beetle,Effect Monster,6,Insect,EARTH,2200,1500
Erebus the Underworld Monarch,Effect Monster,8,Zombie,DARK,2800,1000
Rose Witch,Effect Monster,4,Plant,EARTH,1600,1000
X-Saber Pashuul,Tuner Monster,2,Warrior,EARTH,100,0
X-Saber Anu Piranha,Normal Monster,4,Warrior,EARTH,1800,1100
"Goka, the Pyre of Malice",Effect Monster,6,Zombie,FIRE,2200,1900
Fireball Token,Token,,Pyro,,,
Element Doom,Effect Monster,4,Fiend,DARK,1500,1200
Intrigue Shield,Trap Card,,Normal,,,
Amorphous Persona,Spell Card,,Field,,,
Ritual Beast Tamer Zefrawendi,Pendulum Effect Monster,3,Psychic,WIND,1500,1000
Key Man the Key Warrior,Effect Monster,2,Warrior,EARTH,1000,500
Limiter Removal,Spell Card,,Quick-Play,,,
Contrast HERO Chaos,Fusion Monster,9,Warrior,DARK,3000,2600
Spirit Reaper,Effect Monster,3,Zombie,DARK,300,200
Six Strike - Thunder Blast,Trap Card,,Normal,,,
Magical Cavalry of Cxulub,Pendulum Effect Monster,4,Dinosaur,EARTH,1500,1800
Battlin' Boxer Lead Yoke,XYZ Monster,4,Warrior,FIRE,2200,2000
Evolsaur Elias,Effect Monster,6,Dinosaur,FIRE,100,2400
Cost Down,Spell Card,,Normal,,,
Heavy Mech Support Platform,Union Effect Monster,3,Machine,DARK,500,500
Final Gesture,Spell Card,,Normal,,,
Wattsquirrel,Effect Monster,3,Thunder,LIGHT,700,100
Over Limit,Trap Card,,Normal,,,
Karate Man,Effect Monster,3,Warrior,EARTH,1000,1000
Igknight Lancer,Effect Monster,7,Warrior,FIRE,2600,1800
Flamvell Firedog,Effect Monster,4,Beast,FIRE,1900,200
Vehicroid Connection Zone,Spell Card,,Normal,,,
Montage Dragon,Effect Monster,8,Dragon,EARTH,0,0
Infernal Incinerator,Effect Monster,6,Fiend,FIRE,2800,1800
Telepathic Power,Trap Card,,Normal,,,
Parallel Selection,Trap Card,,Normal,,,
Assault Blackwing - Chidori the Rain Sprinkling,Synchro Monster,7,Winged Beast,DARK,2600,2000
Performapal Sellshell Crab,Pendulum Effect Monster,5,Aqua,WATER,500,2500
"Ghost Charon, the Underworld Boatman",Tuner Monster,2,Zombie,DARK,500,0
Senju of the Thousand Hands,Effect Monster,4,Fairy,LIGHT,1400,1000
Tradetoad,Effect Monster,1,Aqua,WATER,100,2000
Reborn Zombie,Effect Monster,4,Zombie,DARK,1000,1600
Wasteland,Spell Card,,Field,,,
Wicked Rebirth,Trap Card,,Continuous,,,
Infernoid Devyaty,Effect Monster,9,Fiend,FIRE,2900,2900
CXyz Dark Fairy Cheer Girl,XYZ Monster,5,Fairy,DARK,2500,1900
Solomon's Lawbook,Trap Card,,Normal,,,
Summon Limit,Trap Card,,Continuous,,,
Stronghold Guardian,Effect Monster,4,Warrior,EARTH,0,1500
Gazer Shark,Effect Monster,5,Fish,WATER,1000,1900
Dimension Fusion,Spell Card,,Normal,,,
Phoenixian Cluster Amaryllis,Effect Monster,8,Plant,FIRE,2200,0
Noble Arms - Caliburn,Spell Card,,Equip,,,
Quillbolt Hedgehog,Effect Monster,2,Machine,EARTH,800,800
Rank-Up-Magic Soul Shave Force,Spell Card,,Normal,,,
A Wild Monster Appears!,Spell Card,,Normal,,,
Raidraptor - Satellite Cannon Falcon,XYZ Monster,8,Winged Beast,DARK,3000,2000
Insect Barrier,Spell Card,,Continuous,,,
Statue of Anguish Pattern,Trap Card,,Continuous,,,
Jerry Beans Man,Normal Monster,3,Plant,EARTH,1750,0
Raging Cloudian,Trap Card,,Normal,,,
Sea King Dragon,Normal Monster,6,Sea Serpent,WATER,2000,1700
Madolchepalooza,Trap Card,,Normal,,,
Mobius the Mega Monarch,Effect Monster,8,Aqua,WATER,2800,1000
Colossal Fighter,Synchro Monster,8,Warrior,DARK,2800,1000
Primal Seed,Spell Card,,Normal,,,
Yosenju Kodam,Effect Monster,1,Beast-Warrior,WIND,0,0
Allure Queen LV5,Effect Monster,5,Spellcaster,DARK,1000,1000
Strong Wind Dragon,Effect Monster,6,Dragon,WIND,2400,1000
7 Colored Fish,Normal Monster,4,Fish,WATER,1800,800
Hazy Flame Basiltrice,XYZ Monster,6,Pyro,FIRE,2500,1800
Machina Sniper,Effect Monster,4,Machine,EARTH,1800,800
Abyss Script - Opening Ceremony,Spell Card,,Normal,,,
Nitro Unit,Spell Card,,Equip,,,
Arcana Force XXI - The World,Effect Monster,8,Fairy,LIGHT,3100,3100
Odd-Eyes Gravity Dragon,Ritual Effect Monster,7,Dragon,EARTH,2800,2500
Bujingi Fox,Effect Monster,4,Beast,LIGHT,200,2100
Fossil Excavation,Trap Card,,Continuous,,,
Cyber Dragon Core,Effect Monster,2,Machine,LIGHT,400,1500
Mermail Abysslinde,Effect Monster,3,Aqua,WATER,1500,1200
Crashbug Y,Effect Monster,3,Fiend,DARK,1400,1600
Jurrac Protops,Effect Monster,4,Dinosaur,FIRE,1700,1200
An Owl of Luck,Flip Effect Monster,2,Winged Beast,WIND,300,500
Cryomancer of the Ice Barrier,Tuner Monster,2,Aqua,WATER,1300,0
Doriado's Blessing,Spell Card,,Ritual,,,
Bujin Arasuda,Effect Monster,4,Beast-Warrior,LIGHT,1600,1900
Blue-Eyes Ultimate Dragon,Fusion Monster,12,Dragon,LIGHT,4500,3800
Blue-Eyes Ultimate Dragon,Fusion Monster,12,Dragon,LIGHT,4500,3800
Igknight Paladin,Pendulum Normal Monster,4,Warrior,FIRE,1400,1900
Emergency Assistance,Spell Card,,Normal,,,
Twin-Shield Defender,Effect Monster,4,Warrior,EARTH,700,1600
Fabled Grimro,Effect Monster,4,Fiend,LIGHT,1700,1000
Secret Sect Druid Dru,Effect Monster,4,Spellcaster,DARK,1800,0
Just Desserts,Trap Card,,Normal,,,
Crop Circles,Trap Card,,Normal,,,
Polymerization,Spell Card,,Normal,,,
Polymerization,Spell Card,,Normal,,,
Double Spell,Spell Card,,Normal,,,
"Valerifawn, Mystical Beast of the Forest",Tuner Monster,2,Beast,EARTH,400,900
Ghostrick Nekomusume,Effect Monster,2,Spellcaster,DARK,400,900
Phantom Magician,Effect Monster,3,Spellcaster,DARK,600,700
Alien Mother,Effect Monster,6,Reptile,DARK,2300,1500
Deepsea Warrior,Effect Monster,5,Warrior,WATER,1600,1800
Igknight Squire,Pendulum Normal Monster,3,Warrior,FIRE,0,2000
Drill Barnacle,Effect Monster,3,Aqua,WATER,300,0
A Cat of Ill Omen,Flip Effect Monster,2,Beast,DARK,500,300
Battlin' Boxer Rib Gardna,Effect Monster,3,Warrior,FIRE,100,1400
Dorover,Normal Monster,3,Aqua,WATER,900,800
The Phantom Knights of Dark Gauntlets,Trap Card,,Normal,,,
Unmasked Dragon,Effect Monster,3,Wyrm,FIRE,1400,1100
Protector of the Sanctuary,Effect Monster,4,Fiend,EARTH,1100,1900
Overmind Archfiend,Synchro Monster,9,Psychic,DARK,3300,3000
Defense Draw,Trap Card,,Normal,,,
Gladiator's Return,Spell Card,,Normal,,,
Ganbara Knight,Effect Monster,4,Warrior,LIGHT,0,1800
Burning Land,Spell Card,,Continuous,,,
Zoa,Normal Monster,7,Fiend,DARK,2600,1900
Rescueroid,Effect Monster,6,Machine,FIRE,1600,1800
Gravekeeper's Spy,Flip Effect Monster,4,Spellcaster,DARK,1200,2000
Escher the Frost Vassal,Effect Monster,4,Aqua,WATER,800,1000
The Bewitching Phantom Thief,Normal Monster,2,Spellcaster,DARK,700,700
Lose 1 Turn,Trap Card,,Continuous,,,
Evo-Instant,Trap Card,,Normal,,,
Mausoleum of White,Spell Card,,Field,,,
Kujakujaku,Effect Monster,3,Winged Beast,WIND,1200,900
The Suppression Pluto,Effect Monster,8,Fiend,DARK,2600,2000
Minefieldriller,Effect Monster,4,Machine,EARTH,1500,1500
Booby Trap E,Trap Card,,Normal,,,
Genex Blastfan,Effect Monster,4,Spellcaster,WIND,1600,1300
Pendulum Machine,Normal Monster,6,Machine,DARK,1750,2000
Pendulum Machine,Normal Monster,6,Machine,DARK,1750,2000
Mermaid Knight,Effect Monster,4,Aqua,WATER,1500,700
Court of Justice,Spell Card,,Continuous,,,
D.D. Crow,Effect Monster,1,Winged Beast,DARK,100,100
Master Kyonshee,Normal Monster,4,Zombie,EARTH,1750,1000
Synchro Deflector,Trap Card,,Normal,,,
Lunalight Leo Dancer,Fusion Monster,10,Beast-Warrior,DARK,3500,3000
Crimson Fire,Trap Card,,Counter,,,
Deskbot 008,Pendulum Effect Monster,8,Machine,EARTH,500,500
King's Consonance,Trap Card,,Normal,,,
Star Drawing,Effect Monster,4,Spellcaster,EARTH,1600,1000
Ryu-Kishin Powered,Normal Monster,4,Fiend,DARK,1600,1200
Disappear,Trap Card,,Normal,,,
Ojamagic,Spell Card,,Normal,,,
Naturia White Oak,Effect Monster,4,Plant,EARTH,1800,1400
Galaxy Tyranno,Effect Monster,8,Dinosaur,LIGHT,2000,0
Cold Enchanter,Effect Monster,4,Aqua,WATER,1600,1200
Germ Infection,Spell Card,,Equip,,,
Bloom Prima the Melodious Choir,Fusion Monster,7,Fairy,LIGHT,1900,2000
Changing Destiny,Trap Card,,Normal,,,
Naturia Marron,Effect Monster,3,Plant,EARTH,1200,700
Shooting Star Dragon,Synchro Monster,10,Dragon,WIND,3300,2500
Nikitama,Spirit Monster,4,Fairy,LIGHT,800,1800
Bright Future,Trap Card,,Normal,,,
Electric Virus,Effect Monster,3,Thunder,LIGHT,1000,1000
Snow Plow Hustle Rustle,Effect Monster,10,Machine,EARTH,2500,3000
Vanity's Call,Trap Card,,Counter,,,
Magicalized Duston Mop,Spell Card,,Equip,,,
Van'Dalgyon the Dark Dragon Lord,Effect Monster,8,Dragon,DARK,2800,2500
Chronomaly Nebra Disk,Effect Monster,4,Machine,LIGHT,1800,1500
Fiend's Sanctuary,Spell Card,,Normal,,,
Metal Fiend Token,Token,,Fiend,,,
Paleozoic Pikaia,Trap Card,,Normal,,,
Abyss Actor - Leading Lady,Pendulum Effect Monster,4,Fiend,DARK,1500,1000
Ruffian Railcar,Effect Monster,4,Machine,EARTH,1800,1000
Overwind,Trap Card,,Normal,,,
T.G. Power Gladiator,Synchro Monster,5,Warrior,EARTH,2300,1000
Wattkiwi,Tuner Monster,3,Thunder,LIGHT,600,100
Inspiration,Trap Card,,Normal,,,
Decoyroid,Effect Monster,2,Machine,WIND,300,500
Chain Healing,Trap Card,,Normal,,,
Swords at Dawn,Spell Card,,Quick-Play,,,
Rose Bud,Spell Card,,Normal,,,
The Little Swordsman of Aile,Effect Monster,3,Warrior,WATER,800,1300
YZ-Tank Dragon,Fusion Monster,6,Machine,LIGHT,2100,2200
Spellbook of Power,Spell Card,,Normal,,,
Light End Dragon,Synchro Monster,8,Dragon,LIGHT,2600,2100
Junk Anchor,Tuner Monster,2,Warrior,EARTH,0,0
Chronomaly Mayan Machine,Effect Monster,3,Machine,EARTH,1500,700
Life Stream Dragon,Synchro Tuner Monster,8,Dragon,EARTH,2900,2400
Infernity Dwarf,Effect Monster,2,Warrior,DARK,800,500
Straight Flush,Trap Card,,Normal,,,
Interplanetarypurplythorny Dragon,Effect Monster,5,Dragon,DARK,2200,1100
Silver Wing,Spell Card,,Equip,,,
Rare Metal Dragon,Effect Monster,4,Dragon,DARK,2400,1200
Yosenju Tsujik,Effect Monster,4,Beast-Warrior,WIND,1000,0
Big Piece Golem,Effect Monster,5,Rock,EARTH,2100,0
Goblindbergh,Effect Monster,4,Warrior,EARTH,1400,0
Gravekeeper's Assailant,Effect Monster,4,Spellcaster,DARK,1500,1500
Legion the Fiend Jester,Effect Monster,4,Spellcaster,DARK,1300,1500
Level Up!,Spell Card,,Normal,,,
Tsukumo Slash,Spell Card,,Quick-Play,,,
Darklord Nasten,Effect Monster,7,Fairy,DARK,2600,2600
Maestroke the Symphony Djinn,XYZ Monster,4,Fiend,DARK,1800,2300
Hushed Psychic Cleric,Effect Monster,3,Psychic,EARTH,0,2100
Spirit of the Pharaoh,Effect Monster,6,Zombie,LIGHT,2500,2000
After The Struggle,Spell Card,,Normal,,,
Elemental HERO Shining Flare Wingman,Fusion Monster,8,Warrior,LIGHT,2500,2100
Vortex the Whirlwind,Synchro Monster,5,Winged Beast,WIND,2100,700
Hieratic Seal of Convocation,Spell Card,,Normal,,,
Psychic Path,Spell Card,,Normal,,,
Gladiator Beast's Battle Gladius,Spell Card,,Equip,,,
Secret Sanctuary of the Spellcasters,Spell Card,,Continuous,,,
Blackwing - Bombardment,Trap Card,,Normal,,,
Darklord Morningstar,Effect Monster,11,Fairy,DARK,3000,3000
Darkflare Dragon,Effect Monster,5,Dragon,DARK,2400,1200
Wind-Up Shark,Effect Monster,4,Fish,WATER,1500,1300
Deskbot 009,Effect Monster,9,Machine,EARTH,500,500
Machine Assembly Line,Spell Card,,Continuous,,,
Gravekeeper's Oracle,Effect Monster,10,Spellcaster,DARK,2000,1500
Magicat,Effect Monster,2,Spellcaster,LIGHT,600,500
Phantom Knights' Fog Blade,Trap Card,,Continuous,,,
Blowback Dragon,Effect Monster,6,Machine,DARK,2300,1200
Transcendent Wings,Spell Card,,Quick-Play,,,
Two-Man Cell Battle,Spell Card,,Continuous,,,
Abyss Actor - Superstar,Pendulum Effect Monster,7,Fiend,DARK,2500,1800
Poseidon Wave,Trap Card,,Normal,,,
Queen's Knight,Normal Monster,4,Warrior,LIGHT,1500,1600
Changer Synchron,Tuner Monster,1,Machine,DARK,0,0
Naturia Spiderfang,Effect Monster,4,Insect,EARTH,2100,400
Bickuribox,Fusion Monster,7,Fiend,DARK,2300,2000
Burnout,Trap Card,,Normal,,,
Dragunity Knight - Barcha,Synchro Monster,8,Dragon,WIND,2000,1200
Duston Roller,Trap Card,,Normal,,,
Unpossessed,Trap Card,,Continuous,,,
Wind-Up Kitten,Effect Monster,2,Beast,EARTH,800,500
Master Craftsman Gamil,Effect Monster,2,Pyro,FIRE,200,200
Machine Conversion Factory,Spell Card,,Equip,,,
Ally of Justice Garadholg,Effect Monster,4,Machine,DARK,1600,400
Legendary Jujitsu Master,Effect Monster,3,Rock,EARTH,1300,1800
Mystic Box,Spell Card,,Normal,,,
Risebell the Star Adjuster,Effect Monster,3,Psychic,WIND,800,800
Forbidden Chalice,Spell Card,,Quick-Play,,,
Windwitch - Crystal Bell,Fusion Monster,8,Spellcaster,WIND,2800,2400
Al-Lumi'raj,Tuner Monster,3,Wyrm,WIND,1600,1000
Ritual Cage,Spell Card,,Continuous,,,
Infernoid Piaty,Effect Monster,5,Fiend,FIRE,2200,0
Sylvan Hermitree,Effect Monster,8,Plant,FIRE,2700,1800
Gate Guardian,Effect Monster,11,Warrior,DARK,3750,3400
"Kahkki, Guerilla of Dark World",Effect Monster,2,Fiend,DARK,300,500
Nekroz of Valkyrus,Ritual Effect Monster,8,Spellcaster,WATER,2900,1700
Ancient Fairy Dragon,Synchro Monster,7,Dragon,LIGHT,2100,3000
Naturia Stinkbug,Tuner Monster,3,Insect,EARTH,200,500
Block Attack,Spell Card,,Normal,,,
Dokuroizo the Grim Reaper,Normal Monster,3,Zombie,DARK,900,1200
Alien Skull,Effect Monster,4,Reptile,WIND,1600,1800
Gladiator Beast Darius,Effect Monster,4,Beast-Warrior,EARTH,1700,300
"Jiaotu, Darkness of the Yang Zing",Tuner Monster,2,Wyrm,DARK,0,2000
Sanga of the Thunder,Effect Monster,7,Thunder,LIGHT,2600,2200
Ancient Sacred Wyvern,Synchro Monster,7,Fairy,LIGHT,2100,2000
Dragunity Partisan,Tuner Monster,2,Dragon,WIND,1200,800
Madolche Marmalmaide,Effect Monster,4,Spellcaster,EARTH,800,2000
Enervating Mist,Trap Card,,Continuous,,,
Infernoid Antra,Effect Monster,2,Fiend,FIRE,0,2000
Vengeful Shinobi,Effect Monster,2,Warrior,DARK,400,800
Satellarknight Betelgeuse,Effect Monster,4,Warrior,LIGHT,700,1900
Gagaga Magician,Effect Monster,4,Spellcaster,DARK,1500,1000
Invasion of Flames,Effect Monster,3,Pyro,FIRE,1300,1200
Gravekeeper's Watcher,Effect Monster,4,Spellcaster,DARK,1000,1000
Falling Current,Spell Card,,Normal,,,
Super Double Summon,Spell Card,,Quick-Play,,,
Iron Chain Blaster,Effect Monster,2,Warrior,EARTH,1100,0
Pinch Hopper,Effect Monster,4,Insect,EARTH,1000,1200
Sangan,Effect Monster,3,Fiend,DARK,1000,600
Thestalos the Firestorm Monarch,Effect Monster,6,Pyro,FIRE,2400,1000
Inzektor Exa-Stag,XYZ Monster,5,Insect,DARK,800,800
Gemini Lancer,Gemini Monster,4,Sea Serpent,WATER,1800,1400
Corridor of Agony,Spell Card,,Continuous,,,
Stardust Sifr Divine Dragon,Synchro Monster,12,Dragon,LIGHT,4000,4000
Performapal Silver Claw,Pendulum Effect Monster,4,Beast,DARK,1800,800
Burning Skull Head,Effect Monster,3,Zombie,FIRE,1000,800
Blast Sphere,Effect Monster,4,Machine,DARK,1400,1400
Ancient Flamvell Deity,Synchro Monster,7,Pyro,FIRE,2500,200
Constellar Omega,XYZ Monster,4,Beast-Warrior,LIGHT,2400,500
Chronomaly Pyramid Eye Tablet,Spell Card,,Continuous,,,
Copycat,Effect Monster,1,Spellcaster,LIGHT,0,0
Rude Kaiser,Normal Monster,5,Beast-Warrior,EARTH,1800,1600
Soaring Eagle Above the Searing Land,Tuner Monster,1,Winged Beast,FIRE,100,0
"Tidal, Dragon Ruler of Waterfalls",Effect Monster,7,Dragon,WATER,2600,2000
Hammer Shot,Spell Card,,Normal,,,
Proto-Cyber Dragon,Effect Monster,3,Machine,LIGHT,1100,600
Onomatopia,Spell Card,,Field,,,
Vampire Lady,Effect Monster,4,Zombie,DARK,1550,1550
Terra Firma Gravity,Trap Card,,Normal,,,
Spirit of the Fall Wind,Effect Monster,4,Fairy,WIND,1800,900
Security Orb,Trap Card,,Normal,,,
Muzurhythm the String Djinn,XYZ Monster,3,Fiend,WIND,1500,1000
Fiend Scorpion,Normal Monster,2,Insect,EARTH,900,200
Madolche Chickolates,Effect Monster,3,Beast,EARTH,800,1500
Royal Prison,Trap Card,,Continuous,,,
Ally of Justice Catastor,Synchro Monster,5,Machine,DARK,2200,1200
Metrognome,Pendulum Effect Monster,4,Fairy,EARTH,1800,1600
Spiders' Lair,Spell Card,,Continuous,,,
Hero Ring,Trap Card,,Normal,,,
Sage of Silence,Effect Monster,4,Spellcaster,LIGHT,1400,1000
Nekroz of Brionac,Ritual Effect Monster,6,Warrior,WATER,2300,1400
Card Ejector,Effect Monster,3,Spellcaster,EARTH,400,400
The Fabled Kokkator,Effect Monster,4,Beast,LIGHT,1700,1500
Xyz Reborn,Trap Card,,Normal,,,
Steelswarm Gatekeeper,Effect Monster,4,Fiend,DARK,1500,1900
Exile of the Wicked,Spell Card,,Normal,,,
Justice of Prophecy,Effect Monster,3,Spellcaster,EARTH,1600,800
Blackwing - Ghibli the Searing Wind,Effect Monster,3,Winged Beast,DARK,0,1600
Fraud Freeze,Trap Card,,Continuous,,,
The Monarchs Awaken,Trap Card,,Normal,,,
Disarm,Trap Card,,Counter,,,
D-Fusion,Trap Card,,Normal,,,
Justice Bringer,Effect Monster,4,Warrior,EARTH,1700,1000
Resonance Device,Spell Card,,Normal,,,
Heroic Challenger - War Hammer,Effect Monster,6,Warrior,EARTH,2100,1300
Fusion Sage,Spell Card,,Normal,,,
